STEMMA1,STEMMA1,STEMMA2,STEMMA2,STEMMA3,STEMMA3,SCD30,SCD30,SCD30,BMP388,BMP388,ME2,INA260,INA260,INA260,system_clock
soil_moisture_1 (None),stemma_chip_temp_1 (C),soil_moisture_2 (None),stemma_chip_temp_2 (C),soil_moisture_3 (None),stemma_chip_temp_3 (C),CO2 (ppm),relative_humidity (percent),system_temp (C),system_pressure (hpa),system_temp (C),O2 (percent),system_voltage (V),system_current (mA),system_power (mW),time (UNIX)
300.0362066183522,20.077950244497032,399.99888089413764,24.591363592468692,500.0498329122436,29.75733676634497,399.9808424134453,40.067692625906375,25.065727041871746,1012.9900820387758,25.092129522761358,19.46438781523503,12.797372729152332,999.9785160187545,12797.097790636628,1782277302.7894678
299.557003116662,19.97834477446444,399.9503702957875,24.99484511345248,500.01785684635286,29.500461008928053,400.0128290548121,39.94037943217581,25.000493689280642,1013.0026640802882,25.063111333488628,19.562933442528827,,,,1782277303.049549
299.5558844266949,20.317785585556848,399.99440524072554,24.750127366764946,500.0033740318639,29.68408943475167,400.0237953381763,39.95664286039213,25.079069003090087,1013.0972063658727,24.95046019834772,,,,,1782277303.3120582
299.7144757203793,20.06527583704047,399.90872930272764,24.608182057765394,500.0977503937987,29.735480002135432,400.0665500853526,40.05922047127323,25.099891104667957,1012.997168234475,25.043116038881347,19.599959208233667,,,,1782277303.582334
,,400.0708963779227,24.737259585549662,500.0745083196684,30.47051650421426,399.9616277044657,40.07696519057965,24.922855031466575,,,19.48585825503577,12.801362856202017,1000.011640820265,12801.511874566173,1782277303.853343
,,399.90761521913873,24.942140263289577,500.0556617500606,29.949326459856543,400.00827743399157,39.94566187177682,25.053540541820418,,,,12.798238604953225,999.9506522426184,12797.607040579636,1782277304.115812
,,399.93659129679185,24.80234126198315,499.90747384812875,29.94083875068104,399.94469124288884,39.96557048609122,25.034719413229887,1012.9308210832875,25.09999284967067,19.425361254435575,12.804697650325018,999.9269385180993,12803.762120139394,1782277304.3893409
,,399.9222771140292,24.683367751272073,500.07100811485503,30.17819899119254,400.02412240790414,39.9711438801733,24.998490908577853,1012.9175442814926,24.94142102482626,19.56663216291948,12.798058708865854,1000.0727959060962,12798.990355145837,1782277304.6658041
,,399.996331827669,24.973891890528805,499.9529139639709,29.778955544345624,400.0012206709805,40.089068362804454,24.915751415379834,1012.9543326133073,25.01343464961131,19.469290227215538,12.799146486525032,1000.0851523932091,12800.236364479393,1782277304.942024
,,399.92246792647444,25.050321705353056,499.9733163522733,30.423478756452297,643.3375611408287,40.0579564783078,24.936263237617624,1013.0239380560675,25.041744767617992,19.497442141226205,12.799565391228413,2001.6556152480086,25620.32193808643,1782277305.525416
299.5263756647295,19.522406057953766,400.04776524875456,24.837215045526044,500.00552701174826,30.39628535934331,924.3393861480859,40.0141993559864,24.920161256334584,1013.0592699829617,25.096442188882918,19.47080858840115,12.802531513066308,2001.5759551691108,25625.239241848336,1782277305.8058932
299.91102440737035,19.514646424481644,400.01719305870347,25.178999791523946,499.93387629482555,29.622096355531635,1201.0037125069089,40.092168291385846,24.970427505711175,1013.0977261238871,25.02340096855257,19.482038606314298,12.798355708125086,2001.598606609088,25617.17095227064,1782277306.0857542
299.51218960272325,20.374904108789995,399.9005605004385,25.15121207373208,499.9262439176282,30.12795560715565,1340.7040962292074,39.97806644525139,24.959136985755496,1013.0334909857355,24.917466489007026,19.44250286392355,12.801344411968008,1000.0767084870284,12802.32638372978,1782277306.4563909
300.31637093940805,20.12350150447096,399.9680477372911,24.94535165574468,499.9002952830038,29.893075601477427,1340.5935966319691,39.98191228505689,25.073542598819994,1012.9522433163573,24.924722434842675,19.521838830861512,12.798147459609046,1000.038081861467,12798.634836887637,1782277306.740937
299.7014873072781,20.051102016182675,400.02641548494364,24.992623737386015,500.05550095177904,30.303095417357245,1340.636703909563,40.06383674330299,25.06896032694741,1012.9843442983099,24.98086233931662,19.596366918116367,12.796496802305905,999.944698396188,12795.789135509562,1782277307.023096
300.4422145441807,20.4911513693984,399.94249040164095,24.904661063855002,499.94174202604285,29.783809943823826,1340.62749608348,40.001188302968885,24.91815384961386,1012.980373666527,24.912009437356954,19.56763741299439,12.80470896927215,999.9497269842242,12804.065237936133,1782277307.303166
300.46109492804806,19.734630221868777,399.9969278725393,25.186702826862252,499.9603527645564,29.613003702880764,1340.5994316475187,40.057445692559426,25.081170229278158,1013.0998632429097,25.083967685456294,,12.79952403174307,1000.0758478465643,12800.494848077926,1782277307.599392
300.316341680609,20.369353893294008,400.09401377214516,24.672277349466633,500.0477157747346,30.36548080425403,1340.5958711332573,39.93443889811684,25.02876776464703,1012.9683471689739,25.04430421577885,19.43605178782147,12.800376713066735,999.9537839093163,12799.785129695778,1782277307.882698
,,400.00908344307135,25.0407655962208,500.08776662290967,29.983542000543345,1340.5785899075602,40.030580878652245,25.048850875428233,1012.9159851412509,24.992031941919322,19.55731824798273,12.796988708929833,1000.0493803953088,12797.620629291043,1782277308.165477
,,400.02778169302894,25.25746288343708,499.95728192050717,29.8081574771166,1340.6946904236893,40.051572936818474,24.960644847319596,1013.0775332218114,24.957600588127686,19.4064060119852,12.802675744939199,999.9041971991293,12801.449212744194,1782277308.451251
300.3394984707625,19.564564066535745,399.90878735394654,25.078260112360276,500.0670224390398,30.46833766802404,1340.5553181202763,39.98109121953156,25.00906980300052,1013.0937729066037,24.981344013064085,19.51221588146205,12.79647630123475,999.947287765039,12795.801770369286,1782277308.7355049
300.4689974632955,19.81703265749605,400.06093119430295,25.06398861697394,499.9849197069397,29.681913819044553,1340.6525144014092,39.98612833591968,24.94500286714829,1012.9504903064291,24.945725767298963,19.412389481146075,12.799688325584203,1000.0581249524415,12800.432306859393,1782277309.027147
