STEMMA1,STEMMA1,STEMMA2,STEMMA2,STEMMA3,STEMMA3,SCD30,SCD30,SCD30,BMP388,BMP388,ME2,INA260,INA260,INA260,system_clock
soil_moisture_1 (None),stemma_chip_temp_1 (C),soil_moisture_2 (None),stemma_chip_temp_2 (C),soil_moisture_3 (None),stemma_chip_temp_3 (C),CO2 (ppm),relative_humidity (percent),system_temp (C),system_pressure (hpa),system_temp (C),O2 (percent),system_voltage (V),system_current (mA),system_power (mW),time (UNIX)
299.72051510943874,20.41133304781254,399.91434084211267,24.85876328659709,500.02024199884045,29.582021367943863,400.0286940122586,39.929447584410426,25.06410333437167,1013.0575217581838,24.946007698092053,19.458047362693044,12.803772277789218,1000.079996243907,12804.796531479282,1782277324.816559
299.5172813494548,19.74813999031364,400.0571268049191,25.026810407668915,499.9993670116088,30.267260151988502,399.910557718412,40.015203329807896,25.011286602230793,1012.954366876767,24.904102083062547,19.503555381782665,12.797655670384584,1000.0296768307454,12798.035464245851,1782277325.075423
299.97562946445765,20.168534584146627,399.9263980073749,24.91279706217085,499.9038441753606,30.04572342790258,400.05212693024805,39.935631657162496,24.910018072323638,1013.0645711807077,25.03435707173387,19.541083085535806,12.795645361046471,1000.0868274058145,12796.756373738894,1782277325.3341372
,,399.9136682292916,25.063344400463215,499.9769142304044,30.08740023735501,399.91480615498324,39.98108193035215,25.05756497165021,1012.9729245343832,24.949270625706507,19.528722714841873,12.80456917618298,999.9236451297413,12803.591484964814,1782277325.601279
,,400.0769759434386,24.800780806599395,500.047792236111,29.884609546701956,399.99690536837437,39.979797794674994,24.912319063528866,1013.0508419337366,24.910368533945412,19.411464656581956,12.796107874839187,1000.0162679231576,12796.316040938811,1782277325.872312
299.55222293443586,19.879014280278845,,,,,400.023121878269,39.91516784023283,25.098528668415664,1012.9617376430513,24.945899108948545,19.504533335568357,12.797869497323013,999.9481068853406,12797.205376013793,1782277326.1367092
299.74666974701034,20.364198077238434,,,,,399.91800001118435,40.08236915191964,25.03347469415415,,,19.55678788467705,12.79617532877399,1000.0421660692936,12796.714893189595,1782277326.406864
299.8526923885012,19.578248037284965,399.98935340716315,24.77039427043307,500.0429826384968,30.376479384860588,399.96080176487305,40.06547446916662,24.966395458802157,,,19.52780649324749,12.798694669579184,999.9958523100693,12798.641584562176,1782277326.683563
299.600974795556,19.92880937290648,399.94037876568166,24.84508093963827,500.04696134368703,30.11447875625088,400.0053494902059,39.97862725391204,24.99694817835326,1013.0196176264735,24.907780288430562,19.425335578892632,12.79561622968887,1000.0383312531673,12796.106701694001,1782277326.960979
300.4800740344448,20.390191693078727,,,499.92683712854614,29.87467201950078,632.1434182532001,39.91761151422459,24.909110687824644,1013.0856625360876,24.961747803930546,19.5895583134846,12.799106726545377,2001.568117456419,25618.28395577522,1782277327.298748
299.8336885747454,20.197446192766776,,,,,913.0869848601274,39.941560933993486,24.982646577982315,1012.9516930214902,24.900471219753996,19.450744158737088,12.795148292759595,2001.6354243962733,25611.222083191104,1782277327.5779278
299.7842874965725,19.837346849196038,399.94432869075285,25.349066907834626,,,1193.1419773555365,39.95798351115519,24.930931705111945,1012.9571872563372,24.92670921527837,19.59077359698284,12.80117032738917,2001.543457022636,25622.09871101811,1782277327.859861
300.0346640237404,20.31191236558639,399.98654721196436,24.889367770988752,500.0553819553541,30.040477013028998,1546.9462863984006,39.93782564023803,25.053471611809847,1013.0097809289152,24.963972642320428,19.57649392872998,12.795036018067387,1000.0423902187357,12795.578402442925,1782277328.452317
,,399.98952049039843,24.95534377877901,499.97062054621966,30.195858432492198,1546.9061924177406,39.95372635150259,24.990338918252625,1012.9580649325083,24.966455014762825,19.49139876708967,12.802883738040181,1000.0488899046801,12803.509669805764,1782277328.735502
,,399.94114394321593,25.057615426730663,499.9724198687788,30.000756522601257,1546.9250328654146,40.02454036225494,24.94988919292208,1013.0183990149028,25.058092620099927,19.408221434707432,12.799897534911304,999.9574117429421,12799.352409584773,1782277329.020044
300.4579384922364,19.512881844606238,399.97912615435547,24.779430466400054,499.9779037002575,30.3168575890168,1546.8426777118548,39.911469771740826,25.080223952690584,1013.067823917793,25.059288657916426,19.535031276596463,,,,1782277329.303991
,,399.98390026421106,25.040896364158385,500.084356276384,30.47584149753767,1546.9006186250808,39.91750165563391,24.969120624695886,,,19.5414073245634,,,,1782277329.5848231
,,400.0705683219846,25.370723600045665,500.017005985394,30.321696910651145,1546.7889255202763,40.0177747258656,24.95966118018436,,,19.426417208687898,,,,1782277329.862936
299.64773503287915,20.078448091919963,399.95865704851195,25.410719043037744,499.9987000538056,29.923724026190733,1546.7526650285145,40.094233154269915,25.096562737274958,1013.0371309395422,25.068283466404893,19.599995622731072,12.804629102977046,999.9556742921166,12804.06152872787,1782277330.150699
300.1244325557236,20.341234703854415,400.00857676747194,25.48539583605964,499.91379061910214,29.853615142522123,1546.758527438841,39.92177942805895,25.039767168836647,1013.024694284516,24.97224111838391,19.525760306155863,12.798510332992048,999.9099777628,12797.358182459046,1782277330.434232
300.11811502174527,20.453042642362913,399.99369494702614,24.73574650045457,,,1546.814665163117,39.96294332193742,25.040099208651657,1012.9007922196932,25.073528148924616,19.433699731914913,12.795953554313861,999.9805427142262,12795.704579788808,1782277330.7099168
299.54213883653955,19.590129995158772,400.01016015277236,24.67591193439659,,,1546.843106014557,39.90303033106866,24.93757077389646,1013.0267389030333,25.026810167315418,19.452758135689166,12.802119832025692,999.9449509815495,12801.415087894853,1782277331.002851
300.1597844196043,20.08687993686582,399.9937746032696,24.722029134347704,499.92657775899306,29.890423642328994,1546.7989341848186,39.93911306999998,24.901895098215725,1013.0538509577068,24.98762050077698,19.42705157725182,12.80026866226221,1000.0852483354522,12801.35986385901,1782277331.2931058
300.0453212205293,19.66195366362732,400.0955366403086,25.404803219423744,,,1546.933765173802,40.079592494151406,25.00096244347764,1012.9633741485708,25.012629864460763,19.56605901624041,12.799958919990415,999.9629164128014,12799.484251597667,1782277331.581621
300.43680570855037,20.087588058037216,400.06067872135964,25.27838631782577,,,1546.8835108519213,39.91088559841857,24.937231793557032,1012.9590734374713,25.03206352322487,,12.800732800780755,1000.0550310422418,12801.437238448241,1782277331.877068
300.19992916347803,19.743378442969142,399.9864809258156,24.979208986879897,499.9543822128452,29.90173581171072,1546.8404429952436,40.08921535174727,24.926876579960837,1012.9480703795647,24.966338728507168,19.48787894421069,12.798370638866176,999.9962415244714,12798.322536503325,1782277332.174995
300.14827041070765,20.091292789667605,399.94340973660985,25.007449836432222,499.9970602167043,29.684394905748114,1546.8485715444688,39.908404936076934,25.090256029443708,,,19.481148746395217,12.800383974872846,1000.0258124065963,12800.714383588595,1782277332.470873
299.86218896717895,20.137043553591006,,,500.0915424176666,29.978965135062722,1546.7733486125892,39.9331303830959,24.986842878186984,,,19.513987072435246,12.80322102294177,999.9902335925422,12803.095981468487,1782277332.768571
300.3118047485232,20.099963551529807,,,500.03609598208044,29.74224545753628,1546.9252032326453,39.951934777834,25.03974159508044,1013.0763305361734,24.931363778014223,19.54389426350762,12.797853455130822,1000.0882362242087,12798.982689397679,1782277333.069726
300.12657234719575,19.9065355167126,399.9645599375628,24.665771911620187,499.93799997592276,29.7537304887139,1546.8870784607539,39.990945920107535,24.955551322396612,1013.0288570640147,25.08511859976198,19.523378284002217,12.799616209619208,999.9183008242782,12798.570491525326,1782277333.369405
300.31976888587735,20.299286119459072,400.02679786741356,24.521370825316037,500.0068649300146,30.40140916712609,1546.8563598835672,40.07620597766109,24.93985856788647,1012.9796027219219,25.07196497959697,19.497547520740603,12.80439455987237,1000.001193749496,12804.40984511192,1782277333.670836
300.0585521158919,19.899156625358547,400.0864881268863,25.275133334283943,500.0862941470108,30.495159640858056,1546.7630830754078,40.017794486338815,24.942751841044625,1012.9260136116507,25.028710432871684,19.552469676302437,12.797290867194304,1000.0130773684766,12797.458222082478,1782277333.9726698
