STEMMA1,STEMMA1,STEMMA2,STEMMA2,STEMMA3,STEMMA3,SCD30,SCD30,SCD30,BMP388,BMP388,ME2,INA260,INA260,INA260,system clock
soil_moisture_1 (None),stemma_chip_temp_1 (C),soil_moisture_2 (None),stemma_chip_temp_2 (C),soil_moisture_3 (None),stemma_chip_temp_3 (C),CO2 (ppm),relative_humidity (percent),system_temp (C),system_pressure (hpa),system_temp (C),O2 (percent),system_voltage (V),system_current (mA),system_power (mW),time (UNIX)
300.20298408043465,20.482829046241804,399.99590149200293,24.593347347514772,499.9221133178959,29.902013513705402,399.9590303468297,40.06450530170269,24.994856497361003,1013.0659227676016,25.09446919968349,19.51175670427601,12.80312352624477,999.9309838046039,12802.239903369802,1782094442.44
300.0517396785316,20.04808841719658,400.01048935535385,24.908231817438313,500.0965951172895,29.806151292326067,399.9876885583646,40.09408828770883,25.08201994677256,1013.0888311622849,25.072681475320604,19.51553271441936,12.79830810645721,1000.0297539389662,12798.68890653548,1782094442.49
299.9502789641933,20.47045153498674,400.05415106014925,24.53190658957873,499.95921840496385,30.235208483974546,400.0041056442407,40.03957454633656,24.983470141397284,1012.9164357446595,25.079915435918917,19.569881139608572,12.799196004995443,1000.0908833014835,12800.35923818471,1782094442.55
299.74070765191993,19.92162620094748,400.07642416260774,25.430015641933487,499.96926653596034,30.463804634867376,399.9090027734629,39.972136926719266,24.957554698565453,1012.9023174602196,24.944225733787448,19.531881514298302,12.798616394787807,999.9205655145038,12797.599743279423,1782094442.61
299.72851681335015,20.456464713938875,400.02690162455605,24.589121832851696,499.99719460190795,29.91576517982813,399.926400015539,40.06329020437984,25.05837914474472,failed,failed,19.477844669590734,12.803806934978388,1000.0672913603436,12804.668520564619,1782094442.67
299.7453526257988,20.199006238437022,400.0268333818042,24.763177857433675,499.99503801453204,30.199880998275127,400.0801454616168,40.07840628160838,24.90669890430264,failed,failed,19.56168065444871,12.802904727362813,1000.0243706293833,12803.216742208953,1782094442.74
300.2069645940526,20.498794511112838,failed,failed,500.0215890238704,29.52452574507262,400.0040496222016,39.96171744972398,24.945915375155273,1013.0427283218442,25.01575898405007,19.57272080494067,12.79799162356477,1000.0521617161154,12798.659188770685,1782094442.8
failed,failed,failed,failed,500.08247386746166,29.54385027143451,399.95903817083456,39.99272757190457,25.04357870730387,1013.0222145164441,25.030266378399002,19.40009126867149,12.804102596554795,999.9481668163861,12803.438919153898,1782094442.87
failed,failed,399.9887182571805,25.32973909240794,499.9933802214695,30.452753287769617,399.964258811422,40.071408426436044,24.915673795636092,1013.0624648957486,24.941104070064938,19.4760708525328,12.799157338650536,999.9294043921046,12798.253774357665,1782094442.93
