STEMMA1,STEMMA1,STEMMA2,STEMMA2,STEMMA3,STEMMA3,SCD30,SCD30,SCD30,BMP388,BMP388,ME2,INA260,INA260,INA260,system clock
soil_moisture_1 (None),stemma_chip_temp_1 (C),soil_moisture_2 (None),stemma_chip_temp_2 (C),soil_moisture_3 (None),stemma_chip_temp_3 (C),CO2 (ppm),relative_humidity (percent),system_temp (C),system_pressure (hpa),system_temp (C),O2 (percent),system_voltage (V),system_current (mA),system_power (mW),time (UNIX)
300.1000438742603,20.475495977243213,400.0186692407878,25.350566740031507,499.9898441464894,29.685911229143315,400.0941062534326,39.96008456795559,25.016163799964467,1012.9427331484341,24.96306534006465,19.533452258909353,12.803533134974145,1000.0179473809084,12803.762924860292,1782094476.72
299.7145440007185,20.416493114401735,400.0096380150466,24.889993056859645,499.9384655203423,30.413118268537655,400.036017786948,40.03200651691159,24.902965678946323,failed,failed,19.44466492758984,12.797911564136566,1000.0196876751165,12798.16352526161,1782094477.23
300.2142852288572,19.966464266723918,399.91765523946907,24.962704380397035,499.9235812947722,30.485886807408942,400.07370376420806,40.00586288353911,25.02817718853387,failed,failed,19.54264141440853,12.79681509374059,999.9922616512201,12796.716067522122,1782094477.74
299.62570811635567,20.068973946726448,400.06401154427846,24.827860899309783,500.0004649341661,30.402466969483804,882.6026688492237,40.080224998150115,25.062825738901257,failed,failed,19.47595164054562,failed,failed,failed,1782094478.31
299.5901056748055,19.653135533639954,399.9261176360738,25.365553252015324,499.9682176524041,30.21688290735061,1394.8999316539605,40.08182547406308,24.975270525207744,failed,failed,19.529524366739576,failed,failed,failed,1782094478.82
299.8443916282847,19.969151192875138,399.94203354043844,25.47831786651889,500.014073221454,29.92707158660991,1648.8927486538753,39.971297492691114,25.06963676606854,1012.9716290235352,24.90889795473433,19.593065918834583,failed,failed,failed,1782094479.57
failed,failed,399.9121460250411,24.6589413179377,499.92360429356927,30.41725522058436,1648.9975932767795,40.093709759062925,25.08527622906871,1013.0774690087095,24.99796721846982,19.4342557216262,failed,failed,failed,1782094480.09
failed,failed,399.94118160772337,24.77692112099337,499.9625199980928,30.39204643727027,1649.065381800201,40.08437490274177,24.99459740875942,1012.9158221353912,25.047112045831565,19.46583204844833,failed,failed,failed,1782094480.62
failed,failed,399.9813064867158,24.597121440150794,500.09332561031226,30.411806202252205,1648.9229198065802,40.03863191139434,24.904665834404543,1012.9367090826918,24.93541019624292,19.46914467671682,failed,failed,failed,1782094481.14
failed,failed,399.98305049911534,25.144614498318745,failed,failed,1649.0700233507152,40.02274095434985,24.90560210184481,1013.0405221172983,25.092890403881114,failed,12.796964599746394,1000.0102679500169,12797.095998339271,1782094481.65
300.2193359271752,19.87545530903913,399.94836557212267,25.283710934002283,failed,failed,1648.9628971744826,39.92060374491737,25.09180540877779,1013.010296765388,24.996121305641008,19.49697272951961,12.801905347613515,1000.0955922799225,12803.129110933045,1782094482.19
300.24444647475303,20.156430855596483,400.0160986112648,25.109201006010263,499.94130225829116,30.276272884376223,1648.9792191481981,40.09679043196182,24.934658428134103,1012.9997573923633,24.956005387594978,19.427879327043602,12.797206553307824,999.9199396745333,12796.182004786102,1782094482.72
300.4708448216397,20.054857679279266,failed,failed,500.0097184547748,29.653720466369094,1648.9269977823947,40.097122443786,25.05696073780338,1013.0780447889664,25.060687633733988,19.519114850469244,12.804906571187203,1000.0557012102336,12805.619819980146,1782094483.24
300.3614471504823,20.25830080437588,failed,failed,500.0681130706735,30.146278611705636,1649.0379301853752,40.096615026100096,25.0589634864117,1013.0657808047858,24.998527524003396,19.47062772966548,12.802617738408097,1000.0477896053741,12803.22957045757,1782094483.77
299.50653838468963,19.767725022873066,failed,failed,failed,failed,1649.0485414820662,39.90694631623032,25.08649983712408,1013.0681452122034,25.084213923367155,19.59894639021957,12.79665908501953,999.9019858697228,12795.404831608857,1782094484.3
