STEMMA1,STEMMA1,STEMMA2,STEMMA2,STEMMA3,STEMMA3,SCD30,SCD30,SCD30,BMP388,BMP388,ME2,INA260,INA260,INA260,system_clock
soil_moisture_1 (None),stemma_chip_temp_1 (C),soil_moisture_2 (None),stemma_chip_temp_2 (C),soil_moisture_3 (None),stemma_chip_temp_3 (C),CO2 (ppm),relative_humidity (percent),system_temp (C),system_pressure (hpa),system_temp (C),O2 (percent),system_voltage (V),system_current (mA),system_power (mW),time (UNIX)
300.1595422745609,19.632546162788714,,,,,399.9447742573108,40.08321123018638,24.94730997210992,1012.9909610106598,24.93240836626921,19.54128816316082,12.79884101647641,999.9835843740027,12798.630915489086,1782277240.5662122
,,399.9067530292718,25.16076185133812,500.086141594268,29.818830053682007,400.00879430754384,40.06886288962538,25.029954555467224,,,19.425036654511164,12.795052728582313,999.965054392246,12794.605597688467,1782277240.8249931
,,399.91076494255117,25.220438443578253,499.9994801081941,29.82420611338548,399.9301441268592,39.92313206707191,24.9541793648922,,,,12.800135480150447,1000.0713292295683,12801.048503952616,1782277241.087137
300.2050266811915,19.50336859078487,,,499.9081195619449,30.16614477284788,400.00237564738205,39.9311064972135,25.08021190303822,1012.9540522858707,24.957956429740616,19.558632954323215,12.798514766926269,1000.090859235777,12799.677630197073,1782277241.351687
,,,,500.0719946861637,30.341804701582063,400.05215824391536,40.098699953103655,24.98511432923485,1012.9408744960779,24.973743794890428,19.59201615202932,12.796175817743821,1000.0299655467954,12796.55926214909,1782277241.6142988
,,400.03427098251666,25.080038413825484,500.06897328819645,29.519311809528904,400.0614580714674,40.058004865901836,24.958829787145294,1012.9955177027234,24.96230233111945,,12.798048342344313,999.9991160060486,12798.037028946988,1782277241.8793359
299.5882651660099,20.010240602380613,399.9474791252675,24.55694269323365,499.9717282471507,29.62253936303822,400.05327371330276,39.98416783140745,25.003878550966338,1012.9133097216989,24.934527260913708,19.41204816098029,12.803223215983115,1000.0245325655078,12803.537311895372,1782277242.152472
299.91085870917954,20.484712095894615,400.0125998692024,24.763020576121164,499.99344798450943,30.497157824904768,399.92208443713736,40.00855940405313,24.904485189562518,1012.9675910615377,24.974262418416185,19.411331771071726,,,,1782277242.426867
299.92270753457024,20.157308813122118,400.0808616848651,24.788601925111994,500.09299522548383,30.26631064884985,399.95991795332236,39.96395446918943,25.053032813097452,,,19.41277664130069,,,,1782277242.704584
299.5626053293536,20.05703535458276,400.0716873020015,24.93036876322485,499.90067871393245,29.81766805500131,634.6442690041647,40.00597823474326,24.929460392030172,,,19.44293410977786,,,,1782277243.243317
299.5300255813961,20.346012418654187,399.9114846040465,25.17088268680752,500.079570694614,30.10806388676865,914.08633794846,39.97090329231431,25.01303339180911,,,19.425108661281097,12.800823490830354,2001.5802309176784,25621.875238712662,1782277243.52542
299.8954338540319,20.269035955187036,400.0441737167723,24.962392613607406,500.05810130464636,30.20524116590171,1197.1920560212698,39.99280814097207,24.990779598173642,,,19.46961045019124,12.796783174434827,2001.6692403258521,25614.927255385606,1782277243.807362
299.8979911186662,19.976752985108895,399.9009668712491,25.3129427378701,500.0948973702037,30.390792414455273,1318.8753278911372,39.99754434129415,24.97459807065973,1012.9885640883604,24.92444918457255,19.59935175764351,12.802401889443999,1000.0625243294974,12803.202351038093,1782277244.168236
300.18749465728644,20.30430196780187,399.9900925231679,25.198811306175553,499.9534216812546,30.17951547846859,1319.0108979305726,40.00963996786923,24.919458722571655,1012.9503440108693,25.01149295000844,19.578012614897915,,,,1782277244.45106
300.087300549625,20.267218317282932,400.088372098235,24.59229239082847,500.0716243419401,29.789891500594223,1318.8920351057432,39.92902179481356,24.904080954690937,1013.0799277032992,24.929907154669795,19.494320811718733,,,,1782277244.727969
,,399.9689555541803,25.240142713726296,499.97288746915115,30.05043387598188,1319.0063488747485,39.96308705611313,25.081141488777128,,,19.422070117906205,,,,1782277245.0079098
,,400.08558280051363,25.37899029919317,500.0096554605765,30.32075036648747,1318.9611643001044,40.066639515427546,24.938381763717874,,,19.546704901377986,12.801037746991083,1000.0650072280434,12801.869906971095,1782277245.295766
299.8925579424564,19.669296602649354,399.9425582828907,24.900991350742544,500.0341427664744,30.19133543180124,1318.858359246207,39.999438969950546,24.9867533318583,1012.9651705729711,24.9863967360099,19.595720370807044,,,,1782277245.583724
,,,,499.9358526246123,30.218118225115465,1318.90064027988,39.92699231055755,24.90208581578526,1012.9224906027664,25.09675847042458,19.450326420813674,,,,1782277245.8741682
,,,,500.06750344571765,29.948368762836708,1318.9411662858993,39.97709749572891,25.077232003679743,,,19.52433102919807,,,,1782277246.16029
300.27207446991514,19.819219158766707,400.0796688700294,24.578638695901862,500.03257314517543,30.246979574503033,1318.9355948057653,39.94926563899565,25.04077066155572,,,19.577472026760873,12.797886017103908,1000.0490992823488,12798.51438412293,1782277246.444436
,,399.96330467504595,25.29228154199204,499.91240337652374,30.4932829909987,1318.9035683632953,39.951962677950554,24.954247468663475,1013.0040505542396,25.09474617143017,19.413942435265568,12.801680077408454,999.9306748988616,12800.792599642347,1782277246.734504
,,399.953229572666,24.808713095493857,499.93504210715645,29.67428382117938,1319.047635884103,40.01936624281259,25.01147116941605,1013.0313403142804,24.928603797902092,19.58633251461997,12.804781421410143,999.9308180342291,12803.895561460142,1782277247.027984
299.82158544624235,20.211032154888816,399.9851212884222,24.741366703337523,499.94446927190916,29.88730617302793,1318.896526662873,40.03179947617535,24.977877565662368,1013.0010124042278,24.971340497230713,,12.798890420009526,999.9973167483357,12798.856077365506,1782277247.3191528
300.2030036785512,19.50310866866915,399.9093668063632,25.384823370371848,500.03208894556053,29.65802424705452,1319.0277323508674,39.944910557230074,25.004639299672352,1013.0994510888933,24.99418457171628,19.550281541437176,12.795785912951212,999.970385786177,12795.406975811153,1782277247.614626
299.70545720533016,19.571473495991395,400.0901222057348,24.767221364192586,,,1318.8874614786214,39.91176006049105,24.945526800576083,1012.9563843113926,25.059005163166084,19.55489087298757,12.80118083657653,999.9338600424385,12800.33416701926,1782277247.910096
299.5188263804332,19.736827443891226,,,,,1319.0194036110001,39.9056371223887,25.066430331211365,1013.0380163926126,24.908068959451576,19.58833378138664,12.802387695619812,999.9173974501775,12801.330185752338,1782277248.202775
300.06001698806307,20.337805993022886,,,500.04021814321334,30.45791033747844,1319.031521501997,40.03723918250638,24.981207787482006,1012.9463408904056,24.937623414129792,19.433700660300595,12.804095845330624,1000.0106909635078,12804.232733452056,1782277248.498177
300.0888989198379,19.958038853109972,399.90305111000913,25.25023738400922,499.96940822367657,29.640300149476353,1318.9719421475916,39.934809836145895,25.082214603172048,1012.9682622274576,25.011833495000776,19.40071172621864,12.801632242658954,999.91074745189,12800.489664361328,1782277248.794794
300.1831523811597,20.128524606851233,400.01293871230473,24.982651387247795,500.0276541559574,30.309674272178146,1319.024648193714,39.98656542831441,25.049991839252574,1013.0972100050827,24.989057134484217,19.51834032627081,12.800176820888924,999.9336332197809,12799.327314367085,1782277249.094412
300.3458120827375,19.797314007338233,,,499.93336881538403,30.306481671633158,1318.9023974229076,39.99543612820078,25.080703806013602,1013.0506771453151,24.940048140776526,19.42917446029238,12.798979524425148,1000.0884084438305,12800.11106228752,1782277249.385874
300.08564171014723,20.39147072242614,,,500.03082524579304,30.438711604938742,1319.046387967808,39.91628876705976,24.97240157405278,1012.9776184979804,24.98618747370019,19.5398617135444,12.798018252152431,1000.0330953084695,12798.441806514284,1782277249.68653
299.682011074134,19.999536214099457,400.082524162034,25.39118348830775,500.0829526158064,29.748150439396845,1318.8867674927694,39.95165147601118,24.9028779204142,1013.0025480013974,25.095033962585287,19.591092424754198,12.800183469843551,1000.0246880168303,12800.499480988485,1782277249.991346
300.232215638946,19.88752233381688,399.99273623709894,24.549312543948144,,,1318.8776072787455,40.023470860041584,24.93829335962938,1012.9378665140308,24.999255538980965,19.51092106080497,12.804328390454025,999.9743731511464,12804.00025586569,1782277250.294605
299.51682726611386,19.863540891438063,400.0990139229157,25.108255100279653,,,1318.9235961548518,40.01703028164253,25.073332810138016,1013.0628401112447,25.018229772130283,19.499218235711126,12.796613082012374,1000.0730434256493,12797.547790468594,1782277250.594261
300.39742411432445,20.05113562742828,400.02008330144156,25.262180986714178,,,1319.02843369316,40.05188600630255,24.989316498326303,1012.945834987218,25.03295579110332,19.458995014121015,12.802648519499854,1000.0090112076363,12802.763886823957,1782277250.900362
299.7771019855813,19.594720459383968,399.96135029953217,24.634033194192526,,,1318.91249464447,39.95455552688029,24.993169428389738,1013.0779900419046,24.962226371679044,19.469777525141403,,,,1782277251.203716
300.21909885780497,20.277972313195303,399.917548388987,25.385647048864566,500.027673635233,29.868100167342853,1319.0446389224555,39.91819879782137,25.01411166884804,1012.9506199701982,24.937948743835015,19.42741296519902,,,,1782277251.494238
299.54447668631036,19.81962786520855,399.9445675611146,24.90643679508721,500.08238707778446,30.41669378734578,1319.0244941369035,40.02251144125418,24.943334682151992,1012.9998985501898,24.95843743856345,19.510003047312413,,,,1782277251.804065
299.8331162193911,20.020805226944105,399.9687542889413,24.825213554815146,499.93435692495405,29.89600925248627,1318.909784766697,40.01303148341037,24.92802051415542,1013.0867243761959,24.930345611280334,19.541824529141557,12.803412130611552,1000.0988908298782,12804.67827066242,1782277252.114204
,,399.96793965494464,24.855005747208686,500.02361449026836,30.37182716476824,1319.0122938721302,40.047208502840725,24.916947823805113,1012.9872593880011,25.00813471632789,19.441312317619072,12.800595440522983,1000.0139099420741,12800.773496064074,1782277252.423092
,,400.03518222076843,25.447516501324127,500.01048394439323,30.200957409399024,1318.8855053085033,40.097854750624236,25.06172066391685,1013.0813596539421,25.00112212830623,19.466993473145642,12.799694761800646,1000.0100352358783,12799.82320975675,1782277252.73408
299.83614584724484,20.079280656662558,400.06686527494367,24.995311965993153,500.0310036472854,30.16989000491615,1318.8528607554747,40.01943648036942,25.07372388374391,1012.9830460883912,24.997910980099615,19.4020973059338,,,,1782277253.0456378
300.15731306706215,20.02412075227178,400.0147185337265,24.82880763643056,499.9287522243037,29.842576051094667,1318.8658586138138,39.943410349679276,24.905454095037214,1012.9471511545489,25.005550183391716,19.48749975704637,,,,1782277253.355419
299.8400950987347,20.36150067141929,400.0519059297754,25.29161890549894,500.08472977716553,30.086025051930037,1318.8959994563609,39.99240074193461,24.957770406566407,1013.0395387459558,25.069521937320864,19.588753227024043,,,,1782277253.668177
