STEMMA1,STEMMA1,STEMMA2,STEMMA2,STEMMA3,STEMMA3,SCD30,SCD30,SCD30,BMP388,BMP388,ME2,INA260,INA260,INA260,system clock
soil_moisture_1 (None),stemma_chip_temp_1 (C),soil_moisture_2 (None),stemma_chip_temp_2 (C),soil_moisture_3 (None),stemma_chip_temp_3 (C),CO2 (ppm),relative_humidity (percent),system_temp (C),system_pressure (hpa),system_temp (C),O2 (percent),system_voltage (V),system_current (mA),system_power (mW),time (UNIX)
failed,failed,400.0396741406721,24.65417770735182,499.9246436706321,30.411897072948058,400.00842543995407,39.901688921864945,24.903972594249794,failed,failed,19.500025044560633,failed,failed,failed,1782088011.11
failed,failed,399.90034728283393,24.664225831407215,500.0663126210311,29.86288038371763,400.06310306880505,40.0403639674665,25.08745247254638,1012.9136326497622,25.031362335662752,failed,failed,failed,failed,1782088011.17
299.9353411822773,19.743442381918328,399.98075790608493,24.666788704822775,failed,failed,400.0565221292908,39.93445784837621,24.96678463344158,1012.9045696035505,25.09666925010809,19.444286143794784,failed,failed,failed,1782088011.23
299.5608726143333,19.54382254285243,399.94716993865177,25.262097206337078,failed,failed,400.0612143951037,40.096488192251925,24.97022760419944,1013.0247883887148,24.933190063580373,19.589318098342392,failed,failed,failed,1782088011.29
failed,failed,400.03158347035617,25.486561947421265,500.03760077642534,29.835419074442544,399.918724692475,39.95059291539707,24.961010766395813,1012.9256587847995,25.081239322404734,19.507990245545354,failed,failed,failed,1782088011.35
failed,failed,400.05460102535295,25.435738837104072,499.9970022173394,29.56409422410053,399.99471434485065,39.95500243428332,24.912265874309515,failed,failed,19.49480290967886,failed,failed,failed,1782088011.41
300.090909440242,19.98444548319973,400.03477154264345,25.255807796895223,500.0197249875592,30.12739908627991,399.9064285658723,40.098956220590374,24.985997132249196,failed,failed,19.540787744210455,12.798262827566536,999.9683497771948,12797.857759696524,1782088011.47
299.5053428541019,19.52490254085279,399.9614486829887,24.865989087645186,500.05760337796943,29.98088646555614,400.07466508770534,39.991512963605665,25.045183853601173,1013.0937375521285,25.09390069649787,19.466984035016107,failed,failed,failed,1782088011.54
300.1523741524149,20.06182142836939,399.90820786365384,25.249247055209654,500.08746004758433,29.642355787096314,400.01577326979384,40.02871481610378,24.982119976930452,1012.9649675843167,25.009544450427384,19.412421670291167,failed,failed,failed,1782088011.6
300.1163602530489,20.17905555952467,400.09870214668007,24.617808670009527,499.9816577802362,29.941570236360462,400.0014254079383,40.003871991450744,25.049899349531998,1012.9950616231523,24.901358515556083,19.53940946846546,failed,failed,failed,1782088011.67
failed,failed,400.08110397731815,25.414734861233455,499.949748476042,29.828337808069396,400.005797756426,39.973401740463785,25.002983840064573,1012.9460061879503,24.948443398577894,19.50864289383443,12.7968087872158,1000.0772901911271,12797.797855012781,1782088011.74
failed,failed,400.04000324977164,24.988218491674022,500.0771433011683,30.375829619580557,399.9337256141914,40.07099942137505,25.031988859209672,1012.9507934621544,25.040613984894396,19.508502534812596,12.803867831645737,999.915943823637,12802.791587473152,1782088011.8
299.5926524897975,19.618835912139396,400.01174010219614,24.897043172476096,499.9271895796809,29.924820663027912,399.9228522485922,39.93102587743078,25.01536223861936,1012.9001361466909,25.092899096180574,19.510659532806997,12.797084350377911,1000.0187726179732,12797.324585153592,1782088011.87
300.375117422816,20.40129968384995,399.9329038800637,24.541283486275304,499.95779040086654,29.730072519600874,400.08385070589065,40.0562054382138,24.960316986501027,1013.0507008522487,25.037976802291137,19.53033527168691,12.802224406860905,999.9919843328372,12802.121788491117,1782088011.94
299.5990098053018,19.514146490055975,400.0491271889028,25.22738843089769,failed,failed,400.05302561604174,40.09315286363558,25.02154118942627,1013.0695803552743,25.072326192700483,19.5873982357192,12.799308519437355,999.9909638863478,12799.192863430904,1782088012.01
300.1996964669893,19.69600662076486,400.0146019008915,24.932626069254322,failed,failed,399.96435739862125,39.95414327028014,24.915695375867628,1013.0982170228978,24.972789835133764,19.440070190995524,failed,failed,failed,1782088012.08
300.03792261914305,19.94798856633749,400.0409105137973,25.15651369260648,499.96100251455164,30.32791587414728,399.94157960835923,40.02092636381728,25.03192815606248,1012.9664914432182,24.914870818598423,19.409399110120148,failed,failed,failed,1782088012.15
300.1064710289515,20.206564571911724,failed,failed,499.94510026540473,30.241541816165228,431.37274236839204,39.93409804617687,25.016083301889285,1013.0334724115042,24.901660007670326,19.563072097057432,failed,failed,failed,1782088012.29
300.3533090423264,20.224085857492152,failed,failed,500.0182674616126,30.23813158903506,503.0237045603955,39.933042366625365,24.906904090748785,1012.9819591221823,25.074022291597842,19.416046987045856,12.803369351572647,2001.5727333162845,25626.874988685206,1782088012.37
299.75949760205765,20.279408899527404,400.0428578201764,24.704730796781572,500.0798577302648,29.97410757337052,584.4311639041233,40.06743378579116,24.992565231827584,1012.9225564251058,24.937803147987704,19.501954151986723,12.800382893027102,2001.607391709027,25621.34101538883,1782088012.44
299.7546707901964,19.685703982095045,399.9305882425277,25.1399758282465,500.0822970151077,29.821089334141664,662.1686825389229,40.085875326903796,24.917040255745228,1013.0626220627636,24.905701424991985,19.430596602533804,12.798741021835395,2001.5725454357212,25617.608645447654,1782088012.52
299.54768137214097,20.333762558436355,failed,failed,500.01848522648794,30.022368105962926,740.675143243185,39.909092123000214,25.08658058893228,1013.0624147695244,25.044147170184416,19.43077704334045,12.801614375747654,2001.501475768265,25622.450065275167,1782088012.6
299.92166312235423,19.826141113502707,failed,failed,499.989281086548,29.685507198334697,815.0339258544019,40.04956921741245,25.006484032630027,1013.007598292615,24.938459883193733,19.44910160120251,12.796853844236374,2001.651346124669,25614.839723476383,1782088012.68
300.44823544366994,19.97832751445829,399.91610543235356,25.21164888466441,499.9670844961312,30.28962568599615,895.2139679540629,40.04934496241222,25.077444703064366,1013.0535527063679,25.099895903269047,19.512953076730096,12.80230271588093,2001.5676177683067,25624.67454897452,1782088012.76
299.84560232495835,20.177183248217112,400.09656110070114,24.734916287721806,500.0184512879686,29.821775569035065,974.9417618468987,39.924189861688646,25.05168696095453,1013.0560498355754,24.91023550462264,19.40986005840037,12.79538084623797,2001.6440914432294,25611.798468638102,1782088012.84
failed,failed,400.05304696322406,24.751605053639913,500.0458101193294,29.964448361624186,1056.4391873277466,39.937952949572285,24.987414300782095,1013.0519960115336,25.028894752691087,19.44263672762616,12.802702058115635,2001.619187322589,25626.134089098654,1782088012.92
